STATE,COUNTY,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,V_PCT_65YRS
IA,Mills,8.6,3.8,32867,6.6,17.3,23.8,15.3,7.4,5.7,0.4,2.3,4.4,1.4,3.4,3.7,81.6
IA,Mitchell,9,3.1,28898,10.1,21.5,23.7,12.6,6.2,3.3,0.3,2.5,2.5,0.9,4.5,2.1,79.9
IA,Monroe,11.7,5.9,26469,12,19.1,25.1,12.6,6.2,6.5,0.2,0.9,14.8,1,5.9,1.7,80.6
IA,O'Brien,9.7,2.2,29901,7.7,20.6,23.6,13.7,5.8,7.2,0.7,5,2,1.4,9.1,2.8,85.6
IA,Page,11.6,4.3,26767,9.1,21.3,20.1,16.5,7.1,8.7,1,7.1,2.5,0.8,6,6.5,78.8
IA,Palo Alto,6.6,1.1,28843,6.5,21.4,22.4,14.5,5.5,6.2,1.3,6.2,1.1,1.5,4.6,3.9,81.8
IA,Pocahontas,12.3,3.2,27984,8.6,22.6,21.7,14.7,5.8,6.8,1,1.2,1.1,0.6,6,2.2,87
IA,Ringgold,10.1,4.4,29759,7.7,24.1,23.9,13.7,6.9,4.4,0.1,1.5,6.4,1,3.5,4.4,82.5
IA,Scott,12.1,4.2,31873,7.1,15.3,24,10.5,9.1,19.8,1.2,10.8,2.5,1.2,6.1,1.9,87.8
IA,Shelby,8.7,3.2,31283,8.1,22.3,22.6,14,8,5.2,0.6,1.9,1.2,1.1,5.7,1.9,87
IA,Tama,12.1,3.8,27255,9.1,19.2,24.2,11.4,8.3,18.5,2.4,1.6,4,2.7,3.2,2.2,89.3
IA,Taylor,10.4,3.7,27672,9.8,21.9,23.4,15.7,5.6,9.8,3,2,6.1,1,5.5,1.6,82.3
IA,Union,14.3,5.2,26216,9.8,19.7,22.5,16.8,8.2,5.8,1.2,6.4,5,1.1,5.8,2.4,82.9
IA,Van Buren,13.1,4.7,27468,10.1,21.2,24,14.2,4.4,3.4,0.6,0.7,9.2,2.4,6.1,1.3,77.2
IA,Wapello,15.5,6.4,24864,12.1,17.1,22.5,14.1,10.6,17.2,3.3,5.9,5,2.8,7.7,2.3,78.4
IA,Warren,6.9,3.3,34570,4.3,15.2,25,11.6,7.9,5.5,0.2,8.9,4,1,3.6,3.7,90.5
IA,Washington,9.3,4.2,29857,8.9,18.6,24.9,11.2,8.1,8.8,1.7,5,5.9,1.3,3.9,1.6,85.3
IA,Wayne,15.2,2.3,25560,11.1,21.6,25,15.8,7.3,3.8,0.7,0.2,6.9,4.4,9.3,1.8,73.1
IA,Wright,12.8,5.4,28317,8.2,21.6,24,14.2,9.5,13.9,2.6,3.4,1.8,1.2,7.1,1.9,82.6
KS,Allen,16.5,4.6,23454,8.1,20.3,22.8,18.3,7.2,9.5,0,3.4,8.6,1.2,5.6,3.2,70
KS,Barton,16.7,3.9,27133,11.4,18.2,24,15.2,10.3,18.3,2.1,2.9,7.3,1.4,6.2,1.7,68.9
KS,Bourbon,16.6,2.5,22822,8.8,19.2,25.7,20.5,8.5,9.8,0.1,2.8,7.1,3.9,6.2,2.9,62.3
KS,Brown,14.2,3.6,25306,7.4,19.2,25.5,16,7.8,16.6,0.2,3.1,3.6,1.8,4,1.3,87.1
KS,Chase,12.6,4.5,25105,10.1,23.5,23.3,17.3,6.2,8.7,0.4,0.1,8.6,2.3,6.3,3.5,60.6
KS,Clark,11,1.2,27896,6.4,21.4,24.6,13.7,10,14.1,0.6,2,6.4,2.6,1.9,3,77.6
KS,Cloud,12.1,4.7,26515,8.6,20.7,23.1,14.1,11.1,7,0.2,2.3,2.7,0.3,5.4,3.8,78.4
KS,Coffey,11.9,4.4,32112,6.7,20.6,21.8,16.6,9.1,6.6,0.1,2.5,11.3,1.9,3.9,1.6,78
KS,Cowley,15.2,4.9,23778,10.1,17.6,23.9,17.2,10.1,20.2,1.6,4,8.2,1.9,6.1,6.3,72.1
KS,Crawford,20.9,4.5,22461,9.1,15,21.8,15.7,8.7,13.1,1.1,7.8,6.3,4.3,7.8,4.9,75.8
KS,Dickinson,12.5,5.8,26201,9.4,18.9,24.1,17.7,7.1,9,0,3.1,5.9,1.5,6.3,1.8,74.5
KS,Ellis,16,2.4,29810,7.3,14.8,21.6,11.9,6.4,10.3,0.9,6.1,3.8,0.9,5.3,4.3,84.1
KS,Franklin,10.3,4.5,26757,7.4,16,24.4,13.9,7.1,9,0.4,4.2,10.2,1.4,4.1,2.4,82.5
KS,Greeley,8.5,0.9,23668,12.8,20.2,25.9,20.2,5.9,25.1,2.9,2.9,10.9,2.6,4,2.6,80.2
KS,Harper,16.1,3.1,26105,9.6,21.8,24.5,15.5,6.4,9.8,1.2,2.9,3.6,0.7,4.2,2.6,71.4
KS,Jackson,10,5.8,27950,5.5,18.6,24.9,18,8.3,15.9,0.4,3.1,7,1.5,3.7,1,81.9
KS,Jefferson,8,5.5,29258,6.5,18.2,23.2,14.7,7.7,6.3,0.1,0.8,7.3,1,2.5,1.3,82.5
KS,Kingman,7.7,5.3,33203,6,21.6,22.4,14.4,6.4,6.5,0.2,1.6,5.6,0.7,2.4,1.7,78.2
KS,Kiowa,8.3,2.6,25623,10.3,20.9,22.6,15,3.6,11.3,0.4,4.6,5.5,1,5.6,7.4,75.3
KS,Labette,17.9,4,23524,12,18.1,23.9,19.1,9.7,14.5,0.3,3.5,4.8,3,5.8,2.7,67.9
KS,Leavenworth,8.9,3.9,31639,8.1,13.5,23.9,15.1,8.9,20.9,0.6,3.3,1.7,1.6,4.7,7.5,84.4
KS,Lincoln,9.2,4.8,25851,6.3,22.9,22.8,16.9,5.2,5.5,0,2,5.2,1.7,2.3,2,71.6
KS,Linn,16.5,5.9,25771,11,21.9,23,19.2,9.7,6.3,0,0.8,14.8,3,4.4,0.6,57.2
KS,Lyon,17.3,5.7,26322,11.6,14.5,22.3,13.4,8.8,28.7,3.1,11,7.5,3.2,6.8,4.3,84.2
KS,McPherson,9.9,2.3,30234,8.7,19.2,23.1,12.8,7.4,8.2,0.1,3.9,4.2,0.5,4.1,4.6,83.7
KS,Marion,9.3,4.4,25756,9.1,22.8,21.6,16.1,4.2,7.1,0.1,1.9,5.6,1.1,4.4,6.6,70.6
KS,Marshall,9.4,4.2,27167,7.3,21.3,23.5,15.7,5.4,5.2,0.2,2.6,2.7,1.5,4.4,1.7,92.5
KS,Meade,12.2,2.8,27273,17.5,17.7,25.8,10,10.5,22,3.5,0,8.2,1.2,3.7,2.9,53.3
KS,Mitchell,16.3,3.1,24732,4.3,23.2,22.8,15.7,7.2,4.9,0.2,2.5,4.1,2.9,3.4,4,77.6
KS,Montgomery,18.3,5.5,24103,11.3,19.2,23.7,19,10.2,20.2,1.5,4,6.8,2,7.1,2.7,71.9
KS,Neosho,17.5,3.8,23934,8.5,19,24.8,18.3,10.7,9.6,0.6,3.8,7.3,2,7.3,2.7,34.2
KS,Osage,12.7,5.3,27026,8.8,19.1,23.5,16.9,8,6.6,0.2,2.6,11.1,1.3,3.5,1.2,79.2
KS,Osborne,13.4,2.5,28748,7.4,24.3,21.1,18.2,6.7,5.5,0,0.3,2.3,0.3,4,3,69.9
KS,Phillips,9.7,2.5,27140,7.4,22.2,22.9,16,7.4,6.2,0.4,3.3,6.3,2.9,3.9,1.8,71.3
KS,Pratt,11.6,3.8,27050,7.8,18.3,24.9,11.2,5.6,11.6,2.3,5.4,5.8,3.8,4.4,4.2,72.1
KS,Reno,13.3,4.5,26190,12.1,18.8,22.9,14.9,8.3,15.8,0.9,5.8,4.3,2.9,6.5,4.3,77.1
KS,Rooks,8,4,25072,10,21.5,22.7,15.6,7.6,5.8,0,1.9,2.3,0.4,3.7,3.8,72.6
KS,Rush,9.8,3.4,25590,11.1,24.1,21.3,16.6,4.1,6.4,0,1,4.1,0.4,3,2.3,77.7
KS,Russell,6.4,6.3,26300,10.3,24.2,21.4,18.2,4.3,7.3,0.6,4.5,3.8,0.9,4.1,1.8,64.2
KS,Sheridan,5.1,2.2,31526,5.4,22.7,24.4,14.9,8.4,5.8,0.4,2,3.1,0.4,4.1,1.1,60.4
KS,Sherman,19.1,4.2,23687,7.3,18.7,23.9,17.6,9.7,16,0.2,3.6,8.7,2,3,2.8,74.6
KS,Stafford,14,4.3,26922,9.6,20.6,23.5,15,6.1,16.4,2,0.3,5.3,1.3,3.1,2.9,70.6
KS,Wabaunsee,5.7,3.1,28104,4.8,18.8,24.2,15.9,5.4,7.5,0.2,0.8,4.5,2,2.2,1.4,74.5
KS,Washington,13,2.9,27718,9.3,24.2,22.8,13.9,4.3,5.9,0.9,1.8,4.6,0.9,3,2.7,79.8
KY,Ballard,17,5.5,25571,14.8,20,22,16.7,8.5,7.2,0,1.1,17.2,1.2,7.8,1.5,54.4
KY,Barren,23.9,7.2,20832,17.1,17,23.9,20.6,9.4,9.5,0.3,2.3,11.9,2.5,5.8,1.7,73.2
KY,Bullitt,10.6,4.8,27423,12,14.8,22.5,15.8,8.6,5.4,0.3,2.4,8.5,1.7,2.6,0.4,67.5
KY,Carlisle,18.6,5.9,24943,18.6,20.5,21.8,14.5,6.1,6.1,0.2,0.5,22.1,1.2,5.3,1.2,69.6
KY,Clark,15.6,6,27416,14.6,17.2,22.5,18.4,10.4,9.8,1,4.5,9,2.2,6.3,1.2,77.5
KY,Crittenden,16.4,4,24011,17,20,21.8,21,6.4,3.8,0.6,0.6,16.6,1.2,8.4,2.4,63.9
KY,Greenup,15.9,8.2,26712,11.6,20.1,21.5,20.6,7.6,3.7,0,2,14.9,1.2,4.4,1.1,64
KY,Harrison,17.2,5.1,23851,16.6,17.6,22.9,17.1,7.6,6.5,0.1,1.9,16.6,1.7,6.8,2,79.9
KY,Henderson,18.6,4.7,25376,13.2,16.8,23,21.2,11.3,13.6,0.3,6.6,7.8,1.5,8.7,3.2,78.9
KY,Hopkins,17.9,5.7,24190,13.5,17.4,23.1,18,9.5,11.4,0.1,2.2,13.2,1.2,6.7,2.2,81.1
KY,Larue,15.5,5.8,21939,17.6,17.3,22.4,20.5,10.2,8.4,0.6,0.6,14.7,1.1,4.3,2,78.4
KY,Laurel,23.7,8.1,21039,18.9,15.7,23.2,18.9,9.5,4.2,0.1,2.1,26.4,2.5,6.9,1.5,67.4
KY,Logan,17.3,5.6,23177,15.7,17.8,23.9,15.2,8.8,11.4,0.5,1.3,11.3,1.1,8.1,1.3,83.2
KY,Meade,11.7,7.1,28078,11.8,13.5,23.4,18.3,6.1,10.6,0.1,3.3,18.3,3.4,3.6,0.9,71.4
KY,Oldham,5.5,3.1,40779,6.1,12.3,25.6,8.7,7.3,11.6,0.4,2.4,2.5,1.4,2,5.9,84.1
KY,Pendleton,17.6,3.9,22620,17.2,15.3,23.1,18.5,8.8,3.7,0.2,1.8,22.8,1.7,3.6,1.7,82.6
KY,Pulaski,23.6,8.4,22342,18.1,18.3,22.3,19.5,9.5,5.9,0.3,2.5,20.3,1.1,8,1.5,74.4
KY,Spencer,8.4,4.9,33568,10.2,12.9,22.7,13.9,8.3,5.6,0.3,1.6,8.3,1.3,1.5,0.7,42.7
KY,Washington,16.6,4.9,24570,16.7,17.5,23.5,18.1,6.1,12.5,0.8,0.5,14.5,1.8,4.8,3.6,81.2
ME,Androscoggin,13.2,4.6,27231,9.7,16.8,21.9,16.4,10,9.2,0.9,7.7,8.8,1.9,9.6,3,87.3
ME,Cumberland,9.7,3.4,38644,5,17.3,19.1,11.4,6.9,9.5,1.1,8.4,3.9,1.3,7.5,2.9,96.4
ME,Franklin,12.2,5.7,26030,7.4,21,18.2,16.1,6.1,4.2,0.3,2.7,7.4,1,6,3.8,86.1
ME,Kennebec,13.3,4.9,29084,8.3,18.9,19.6,16.5,8.5,5.3,0.4,4.7,10.2,1.9,8.1,3.1,88.6
ME,Knox,10.9,4.2,31612,6.3,23.5,18.1,15.2,6.8,4.7,0.1,3.6,6.8,1.2,6.3,3.8,98.4
ME,Penobscot,15.7,5.5,27289,8.4,17.4,18.5,18.6,8.8,6.1,0.2,5,11.5,1.7,8.3,4.4,88.7
ME,Sagadahoc,9.8,2.6,34432,5.9,21.2,19.1,11.9,7.7,5.4,0.5,3.3,10.3,0.5,6.2,0.6,95.1
ME,Somerset,19.3,8.6,23557,12.1,20.2,19.5,20.9,8.5,4.2,0.4,1.5,13.2,2.3,8.9,1.4,84.4
ME,Washington,18.5,7,24647,11.6,23.2,19,21.6,8.5,10.4,0.5,2,12.1,0.8,8.8,3.2,87.8
MD,Calvert,5.1,6.4,43504,6.1,14,23.6,10.8,8.6,21.6,0.4,4.1,0.9,0.8,3.1,0.7,93.4
MD,Frederick,7.1,4.6,41432,7.6,13.8,23.5,11,7.7,25.7,2.2,10.8,0.9,1.2,4.2,1.9,92.2
MD,Garrett,9.7,4,27980,10.7,21.2,19.2,16.5,6.9,3.5,0.2,3,8.1,1,6.6,2.3,75.2
MD,Harford,7.6,4.8,39365,7.2,15.4,22.6,11.4,7.3,23.5,0.7,10.5,2.7,1.2,5,0.7,92.2
MD,Queen Anne's,5.5,2.9,42077,7.9,18,21.8,10.6,5.9,13.4,1.1,2.8,3.2,1.2,3.5,0.9,88.8
MD,Washington,12.7,6.5,29802,13.1,16.4,22.1,15.8,9.6,20.3,0.9,8.6,3.4,1.8,8.2,5.9,83.4
MA,Dukes,8,3.2,43822,4.5,22.2,19,8.5,6.6,13.9,0.8,1,0.3,1.1,3,1.5,3.8
MA,Franklin,10.4,5.2,34202,6.9,20.3,17.7,15.1,7,9.2,1.2,6.2,2.7,1,7,2.3,77.3
MA,Nantucket,8.6,2.8,51270,4.7,14.3,21,9.4,7.9,14.9,1.4,0.4,0.7,0.7,6.4,2.6,2.9
MA,Plymouth,7.6,5.4,41343,7.1,17.1,22,11.2,8.3,18.7,2.4,8,2.5,1.2,6,2.2,81.9
MI,Allegan,10.3,3.2,28073,9.3,15.6,24.6,10.3,7.5,11.4,0.7,2.8,11.4,2.1,4.3,1.1,80.8
MI,Alpena,14.4,6,25115,8.4,22.4,19.1,18.3,8.2,4.1,0.3,3.6,6.2,0.7,7.5,1.9,87.6
MI,Barry,8.7,5.2,28783,7.3,17.7,22.5,12.3,7.7,5.7,0.3,2,7,1.9,3.5,1.2,77
MI,Bay,16,6.9,26644,10.4,19.1,20.7,15.8,10.2,9.8,0.3,6,5,0.8,8,1.4,82.5
MI,Berrien,16.5,6.4,29311,10.4,18.8,22.1,14.8,9.3,25.1,1.1,6.5,5.2,1.9,8.2,2.8,81.1
MI,Branch,15.5,4.5,24249,10.9,17.7,23.4,14.3,9.3,9.4,1.5,3.8,13.1,1.7,6.7,5.4,76.1
MI,Cass,12.1,6.7,29923,12.1,19.8,21,17.9,8.7,13.8,0.3,1.6,8.5,2.5,4.4,0.8,65.7
MI,Charlevoix,10.8,4.5,32559,6.4,23,19.6,14.3,6.7,6.2,0.3,4.3,6.5,0.7,5.4,1.3,84.3
MI,Clinton,9.3,4,33568,5.8,16,22.8,12.5,6.3,9.9,0.5,7.6,6.8,0.8,2.7,0.9,82
MI,Delta,13.3,5.3,26852,6.1,22.7,20.1,18.2,9.1,6.9,0.1,4.4,7.5,1.4,8.1,1.6,96.2
MI,Dickinson,13.3,4.4,28020,5.2,21.4,20,18.3,7.6,4.8,0.2,4.2,5.6,1.4,7.2,1.6,99.9
MI,Grand Traverse,10.1,4.9,33754,4.8,18.4,20.6,12.5,7.8,7.4,0.5,7,7.8,1.7,5.1,2.7,92
MI,Hillsdale,16,5,24749,11.7,18.6,22.1,15,7.8,5.1,0.5,3.1,8.7,2.2,7.4,3.6,68.1
MI,Ionia,12.8,5.2,23956,9.9,13.9,23.4,12,9.8,11.6,0.3,5.1,12.7,2.3,5.3,6,81
MI,Jackson,14.1,6.8,26942,9.4,16.7,21.8,15.5,10.3,15.2,0.4,7.5,6.4,1.4,7.4,6,83.3
MI,Kalkaska,17,7.5,23687,13.3,19.4,21.1,18.3,8.9,5.7,0.2,1.4,17.3,2.6,5,0.9,80.5
MI,Lenawee,12.2,5.1,26958,9.2,17.8,21.5,15.7,9.4,13.2,1,3.6,6.4,1.2,5.4,5.3,83.5
MI,Livingston,5.6,4.2,38399,4.6,15.9,22.2,10.4,5.8,5.6,0.3,4.7,5.3,1,3.3,0.7,86.1
MI,Macomb,11.3,5.7,31104,10.3,16.2,21.5,14,8.3,20.4,2.5,7.9,3.7,1.8,6.1,1,82.5
MI,Marquette,16.4,6.1,26290,4.7,17.8,18.1,14.3,6.9,7.8,0.6,7.7,5.2,1.1,6,6.4,91.2
MI,Mason,15.1,6.1,28812,7.6,22.4,20.5,16.4,8.3,8.5,0.3,3.9,10.5,1.1,5.8,1.6,87
MI,Menominee,12.8,4.4,27609,7.6,22.9,18.8,18.3,7.6,6.9,0.2,3.7,8.6,1.2,7.8,1.6,99.9
MI,Midland,10.8,6,34497,5.7,17.6,21.6,13.6,7.3,8.4,0.2,6.5,8.9,1.1,6.1,1.6,84.8
MI,Missaukee,15.6,6.3,22850,11.2,19.9,23.1,18.7,7.3,5.9,0.4,1,17,3.2,3.7,1.2,81.1
MI,Monroe,10.6,4.9,30295,8.8,16.9,21.9,13.7,8,8.6,0.3,5.1,7.8,1.2,5.6,0.9,83
MI,Muskegon,17.1,7.4,24101,9.2,16,23.4,15.6,11.1,23.6,0.3,6.9,6.3,1.8,7.8,4,85.8
MI,Newaygo,17.8,6.1,24005,13.2,18.4,22.8,18.7,8,9.4,0.8,1.5,22.5,2.5,4.7,1.7,74.6
MI,Oceana,17,7.4,23018,14.1,20,23.2,17.3,9.1,18.1,2.9,1.2,18.6,4.4,5.4,2.7,81.2
MI,Osceola,19.6,6.9,22142,11.8,20.2,22.8,18.2,9.1,5.3,0.3,2,18,2.3,8,2.1,73.2
MI,Otsego,15,5.6,26829,7.9,20.2,21.2,18,8.9,5.6,0.1,2.5,8.9,2.3,5.8,1.8,84.1
MI,Saginaw,17.7,7.5,26625,10.5,18.2,21.6,16.6,10.7,30.5,0.7,6.3,3.7,1.3,9.2,3.3,82.1
MI,St. Clair,13.3,6.7,29356,9.5,17.7,21.4,16.9,8.3,8.8,0.3,4.5,6.2,1,6.6,1.1,78.4
MI,Shiawassee,11.4,5,27398,7.6,17.4,21.7,15.4,8.2,5.8,0.1,4.8,5.4,0.8,5.5,1,80.7
MI,Tuscola,15.4,6.4,24968,10.7,19.3,21,18.9,6.7,6.5,0.3,1.8,9.6,2.1,5.1,2.3,77.8
MI,Wexford,16.3,6.1,22760,10.5,18.1,23.4,15.9,10.2,5.4,0.2,3.2,14.1,1.8,6.4,0.9,83.4
MN,Anoka,6.1,3.7,35806,6.1,13,24.1,10,8.8,18,1.8,10.1,3.1,1.9,4.5,0.9,78.4
MN,Becker,12.3,3.6,29710,7.4,19.8,24.5,13.4,8.1,13.6,0.3,6,9.7,1.7,5.7,1.4,86
MN,Carlton,12,4.2,28117,5.9,16.7,22.7,12.7,8.9,11.8,0.1,5.4,8.2,1.9,4.9,6.1,90.1
MN,Chippewa,9.9,2.7,30168,9.3,20.5,23.2,13.6,8.4,12.2,2,10.7,2.3,1.9,5.4,2.2,82.2
MN,Chisago,5.6,4.1,33927,5.7,14.4,23.1,11.9,7.8,6.4,0.1,5.4,3.7,1.2,4.4,3.4,93.7
MN,Clearwater,17,7.9,26173,14.3,20.1,24.9,16.8,7.7,15.2,0.5,5.5,15.8,2.6,8.3,1.3,76.9
MN,Cottonwood,12.5,4.1,27209,9.6,22.5,24.2,14.4,7.2,13.5,2,5.4,0.7,3,4.6,2.6,80.6
MN,Crow Wing,10.5,2.8,30900,6.3,21.5,21.9,14.1,8.2,5,0.1,6.4,5.8,0.9,5.6,1.5,87.7
MN,Douglas,8.3,3,34547,5,22,21.4,12.6,6.3,3.9,0.2,10.7,4.5,0.8,4.8,1.5,87.7
MN,Faribault,11.6,3.2,29748,8.4,22.6,22.1,12.5,7.3,8.8,0.4,5.6,1.3,0.6,5.4,2.1,88.8
MN,Freeborn,12.2,4.4,28459,10.1,21.8,21.9,13.8,9.7,14.2,2.1,9.8,2.8,1.2,5.8,1.9,83.6
MN,Goodhue,9.9,3.7,33400,5.7,18.6,22.6,10.7,7.5,7.8,0.8,10.3,4.6,1.5,5.4,2.1,91.4
MN,Grant,10.4,4,31940,6.4,23.1,22.3,14.1,7.4,4.7,0.2,4.6,6.5,0.6,4.2,1.4,82.5
MN,Houston,7.6,2,31453,5.4,20.2,21.7,11.3,6.5,3.8,0.3,3.4,5.8,0.5,4.4,1.4,62.7
MN,Isanti,7.1,4.6,32008,8.3,15,24.1,13.1,8.9,6,0.1,7.3,3,1.4,4.4,1.5,68.4
MN,Kanabec,10.7,4.6,27331,9.6,19.7,21.7,18,7.9,5,0.1,4.4,14.3,2.3,4.2,1.4,69.5
MN,Kandiyohi,10.5,3,30217,11.5,17.9,24.2,11.9,8.4,19,2.8,7.9,3.2,2.3,5,2.6,84
MN,Kittson,10.6,2.6,29946,6,23.4,21.7,11.5,5.3,4.4,0,6.8,7.6,0.7,5.1,5.5,78.1
MN,Le Sueur,8.8,3.5,32120,7.2,16.8,24,10.8,7.3,8.5,1.2,5.7,3.1,1.7,3.9,1.4,75.1
MN,McLeod,8.9,2.6,31723,7,17.9,23.3,11.8,8.8,8.8,0.9,10.8,3.5,1.1,4.6,1,84.4
MN,Marshall,7.5,2.7,29670,11.4,20.6,22.8,12.3,6,6.5,0.7,5.4,12.2,0.9,4.3,1.1,64
MN,Martin,13.3,3.5,31091,7.3,22.4,21.6,14.1,8.9,6.7,0.3,8.5,2.2,1,5.4,1.7,81.4
MN,Meeker,7.6,2.7,31819,7.4,18.9,24.3,11.2,7.3,5.8,1,5,5.6,2.2,5.6,1.6,77.8
MN,Morrison,10.9,4.3,28792,9.9,18.5,23.5,12.5,8.2,4.2,0.5,6.5,7.5,1.6,6.3,1.7,82.3
MN,Norman,10.3,3.2,28351,8.7,21.2,23.4,12.2,6,10.4,1.2,8.2,5.4,2.7,5,2.2,78.4
MN,Pine,12.6,5.2,25302,10.4,19.4,20.2,17.4,7.2,10.6,0.4,4,17.9,1.6,5.1,5.8,74.3
MN,Red Lake,9.8,3.3,29731,6.6,19.4,24.6,12.9,6.3,7.8,0.2,6,9.7,1.9,5.1,0.8,76.4
MN,Redwood,11.4,2.5,28011,9.2,21,24.4,10.9,8.2,12.7,0.2,7.6,3.2,0.7,5.5,2.4,81.9
MN,Renville,10.4,2.9,31585,10.8,20.2,22.9,10.2,7,11.7,0.7,6.2,4.3,0.9,5.5,2.4,86.6
MN,Rock,9.7,1.9,30544,8.2,19.6,25,11.3,7.1,6.2,0.4,6.9,1.6,2.1,2.5,2.8,88.3
MN,Roseau,9.8,2.6,28049,7.3,16.2,24.4,10.9,8.2,7.9,0.8,8.3,16.3,2,4.6,1.4,82.4
MN,St. Louis,15,4.9,30321,5.8,18.3,19.2,14.4,7.6,8.8,0.3,11.1,4.3,1.7,8.8,4.5,87.8
MN,Sibley,7.1,2.8,30977,9.1,17.8,23.9,10.6,6.6,11.4,2.7,4.7,3.3,1.4,3.6,1.5,74.3
MN,Steele,10.1,4.1,30822,8.4,16.5,25.3,11.3,8,13.2,0.8,10.6,3.4,2.2,7,1.5,87.4
MN,Todd,13.3,3,25848,13,20.7,23.8,14.2,6.1,8.5,2.2,3.6,9.8,3.6,5.3,1.5,68.5
MN,Wabasha,6,3.2,33664,7.8,20.7,21.6,12.8,6.2,5.2,0.7,4.7,8.5,0.7,3.8,1.2,99.9
MN,Waseca,9.2,3.6,28067,6.9,16.9,23.5,11.3,8.9,10.7,0.9,7.5,3.5,1.4,4.6,5.9,85.8
MN,Wilkin,9.3,1.4,32066,6.1,19,21.9,14.7,8.9,6.3,0,9,5.2,1.8,7,2.6,55.6
MN,Yellow Medicine,13.4,3,29379,8.7,19.8,23.1,13.3,10.4,10.2,0.8,5.8,2.1,1.6,5,2.9,93.4
MS,Alcorn,17.1,8.8,21321,18.5,17.8,23.6,21.2,7,17.1,0.9,1.7,15.9,1.5,4.2,1.7,65.2
MS,DeSoto,9.1,5.8,29190,10.3,12.3,26.2,11.7,10.1,34.5,1.2,4.2,4.9,2.5,3.1,0.4,80.1
MS,Hancock,17.9,8.2,26659,13.4,19.2,21.3,19.3,11.4,15.3,0.2,3.8,11.6,1.8,5.6,0.7,61.2
MS,Jackson,16,8.2,25341,11.1,15,23.8,17.3,10.1,32.2,0.9,6.2,8.7,1.1,4,0.8,70.5
MS,Lee,15.9,6.4,25467,16.2,14.2,25.6,15.8,10.9,34.1,0.8,7.7,12.1,4.3,6.1,1.1,75.2
MS,Madison,10.9,4.9,38496,8.2,12.5,25.4,9.6,10.4,44.5,1.2,7,4.3,1.8,3.1,2,97.8
MS,Marshall,18.3,6.6,21352,18.7,16.4,21.6,14,9.5,52.3,0.3,0.7,20.4,1.7,5.3,5.7,79
MS,Winston,23,8.2,24538,20.2,19.2,23.2,20,10.4,49.9,0.7,0.4,19.3,3.1,8.3,2.7,76.1
MO,Andrew,8.6,3.2,28027,8,18.1,23.1,14.2,6.4,5.2,0,1.1,6.8,1.4,3.9,1.1,55.4
MO,Audrain,15.3,7.1,21819,14.5,17.1,23.3,15.8,7.9,13.1,0.7,2,5.8,1.3,6.9,7.7,68.7
MO,Barton,21.6,5.8,25938,12.8,19.9,24.2,17.8,9.3,7.5,0.1,1.1,10.8,2.3,8.9,1.4,58.5
MO,Bates,12.3,4.4,27035,13.3,19.1,23.9,16.6,9.3,5.6,0.1,0.7,12.6,3.1,5,2,66.1
MO,Caldwell,14.9,2.5,24238,9.8,19.4,24.1,17.4,6.9,5.3,0.4,0.8,12.6,4,7.1,2.3,66
MO,Carroll,15.7,8.6,24597,13.5,20.8,22.7,16.5,8.1,5.2,0.3,2.5,9.5,1.2,9.8,1.3,82
MO,Cass,9.8,4.3,31675,7.6,16.1,24.6,13.4,8.2,11.7,0.6,2.8,4.4,1.8,3.3,0.9,74.5
MO,Chariton,11.9,3.2,24470,10,23.3,22.9,17.6,4.7,4.9,0,0.5,12.1,1.3,3.9,3.1,56.5
MO,Clark,13.3,3.6,28537,14.9,20.4,23.1,14.4,8.8,3,0.8,0.2,17.5,1.5,8.2,1.2,50.9
MO,Clay,7.9,4,33342,6.8,13.5,24.5,12,8.6,18.4,1,10.8,2,1.3,4.3,1.1,77.2
MO,Cole,10.8,4.1,29433,8.1,15.4,22.6,11.6,10,18.6,0.3,6.5,3.2,0.9,6.8,6.2,82.2
MO,Dade,22.5,8.6,21538,13.8,22.7,20.9,18.5,8.1,6.1,0.3,0.9,16.4,3.3,4.1,2.1,69.5
MO,Dallas,15,5.1,22096,18,19.9,24.2,21.8,9.1,5.2,0.5,1.1,19.5,3,6.1,1.4,63.9
MO,Daviess,13,3.2,24081,15.3,20,25.7,14.9,5.8,4,0.6,1.5,8.5,2.8,8.2,2.4,50.8
MO,Gasconade,9.8,2.4,27240,12.7,21.8,21.2,17.8,5.1,3.9,0.2,0.5,8.9,0.8,3.9,1.7,83.3
MO,Henry,21.5,6.5,25244,12.1,20.9,22.3,20.6,7.2,6.3,0.3,3.2,11.5,2.5,6.7,1.2,71.1
MO,Jasper,17.4,5.3,24086,13,14.8,25.2,14.3,9.4,15.6,1.7,4.7,5.4,2.4,6.3,2,78.6
MO,Jefferson,10.3,5.7,28844,11.2,14.1,23.6,13.2,9.7,5.5,0.4,3.2,10.5,1.6,3.6,1,67.2
MO,Knox,19.2,6.7,22020,12,21.3,23.7,21.1,9.8,3.7,0,0.6,13,1.1,5.5,2.3,67.3
